posted_date,current_price,original_price,changes_in_price,price,price_per_m2,times_in_sales
23-02-2018, 430.000, 450.000," -20.000 / -4,4%", 430.000, 4.257,3 maanden
17-05-2018, 375.000, 375.000,-, 375.000, 4.518,1 maand
23-04-2018, 245.000, 235.000," 10.000 / 4,3%", 245.000, 6.282,1 maand
11-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
15-05-2018, 1.300.000, 1.300.000,-, 1.300.000, 21.667,1 maand
27-11-2017, 3.980.000, 3.980.000,-, 3.980.000, 10.670,6 maanden
16-03-2018, 348.011, 348.011,-, 348.011, 6.327,3 maanden
15-05-2018, 325.000, 325.000,-, 325.000, 3.916,1 maand
26-04-2018, 297.500, 297.500,-, 297.500, 5.509,1 maand
03-05-2018, 575.000, 575.000,-, 575.000, 5.693,1 maand
24-03-2018, 675.000, 750.000," -75.000 / -10,0%", 675.000, 6.081,2 maanden
18-05-2018, 360.000, 360.000,-, 360.000, 6.792,1 maand
13-05-2018, 595.000, 595.000,-, 595.000, 11.442,1 maand
20-06-2018, 794.659, 794.659,-, 794.659, 6.792,Nieuw
20-06-2018, 783.659, 783.659,-, 783.659, 6.698,Nieuw
16-03-2018, 995.000, 1.050.000," -55.000 / -5,2%", 995.000, 6.589,3 maanden
06-01-2018, 360.000, 350.000," 10.000 / 2,9%",,,
24-05-2018, 274.011, 274.011,-, 274.011, 4.281,28 dagen
10-05-2018, 759.000, 759.000,-, 759.000, 6.325,1 maand
29-05-2018, 189.000, 189.000,-, 189.000, 2.700,23 dagen
30-12-2017, 1.190.000, 1.250.000," -60.000 / -4,8%", 1.190.000, 6.010,5 maanden
26-04-2018, 1.000.000, 1.000.000,-, 1.000.000, 6.667,1 maand
26-04-2018, 700.000, 700.000,-, 700.000, 4.375,1 maand
26-04-2018, 425.000, 425.000,-, 425.000, 4.250,1 maand
26-04-2018, 335.000, 335.000,-, 335.000, 5.492,1 maand
17-06-2018, 1.695.000, 1.695.000,-, 1.695.000, 12.556,4 dagen
18-06-2018, 525.000, 525.000,-, 525.000, 5.769,3 dagen
07-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
05-05-2018, 299.000, 299.000,-, 299.000, 7.293,1 maand
04-06-2018, 785.000, 785.000,-, 785.000, 5.377,17 dagen
26-04-2018, 375.000, 375.000,-, 375.000, 6.818,1 maand
03-06-2018, 895.000, 895.000,-, 895.000, 6.007,18 dagen
25-04-2018, 525.000, 525.000,-, 525.000, 5.526,1 maand
19-05-2018, 665.000, 665.000,-, 665.000, 5.278,1 maand
04-04-2018, 1.095.000, 1.195.000," -100.000 / -8,4%", 1.095.000, 5.824,2 maanden
02-06-2018, 475.000, 475.000,-, 475.000, 4.481,19 dagen
03-03-2018, 250.000, 250.000,-, 250.000, 5.208,3 maanden
21-04-2018, 399.000, 399.000,-, 399.000, 2.871,2 maanden
31-05-2018, 760.000, 760.000,-, 760.000, 5.468,21 dagen
16-02-2018, 1.200.000, 1.300.000," -100.000 / -7,7%", 1.200.000, 7.643,4 maanden
21-06-2018, 500.000, 500.000,-, 500.000, 7.576,Nieuw
20-06-2018, 47.500, 47.500,-, 47.500,-,Nieuw
21-06-2018, 1.050.000, 1.050.000,-, 1.050.000, 9.130,Nieuw
26-02-2018, 925.000, 925.000,-, 925.000, 5.197,3 maanden
17-04-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,2 maanden
06-01-2018, 360.000, 350.000," 10.000 / 2,9%",,,
29-05-2018, 289.000, 289.000,-, 289.000, 5.255,23 dagen
14-02-2018, 359.000, 375.000," -16.000 / -4,3%", 359.000, 3.740,4 maanden
29-11-2017, 659.000, 659.000,-, 659.000, 4.393,6 maanden
12-05-2018, 537.500, 537.500,-, 537.500, 4.479,1 maand
28-03-2018, 1.495.000, 1.495.000,-, 1.495.000, 7.019,2 maanden
02-06-2018, 170.000, 170.000,-,,,
16-01-2018, 1.350.000, 1.595.000," -245.000 / -15,4%", 1.350.000, 11.066,5 maanden
29-09-2017, 1.000.000, 1.000.000,-, 1.000.000, 5.263,8 maanden
16-05-2018, 249.000, 249.000,-, 249.000,-,1 maand
15-11-2017, 475.000, 475.000,-, 475.000, 4.524,7 maanden
05-04-2018, 849.000, 849.000,-, 849.000,-,2 maanden
24-04-2018, 275.000, 275.000,-, 275.000, 3.526,1 maand
09-05-2018, 600.000, 600.000,-, 600.000, 5.882,1 maand
29-05-2018, 300.000, 300.000,-, 300.000, 3.297,23 dagen
13-06-2018, 300.000, 300.000,-, 300.000, 5.882,8 dagen
14-10-2017, 2.500.000, 2.500.000,-, 2.500.000, 8.503,8 maanden
23-05-2018, 340.000, 340.000,-, 340.000, 5.000,29 dagen
02-02-2018, 275.000, 300.000," -25.000 / -8,3%", 275.000, 6.395,4 maanden
21-04-2018, 1.850.000, 1.850.000,-, 1.850.000, 8.259,2 maanden
16-05-2018, 275.000, 275.000,-, 275.000, 3.716,1 maand
01-06-2018,Prijs op aanvraag,-,n.v.t.,,,
16-06-2018, 465.000, 465.000,-, 465.000, 5.167,5 dagen
16-06-2018, 1.650.000, 1.650.000,-, 1.650.000, 8.462,5 dagen
20-06-2018, 350.000, 350.000,-, 350.000, 6.364,Nieuw
20-06-2018, 375.000, 375.000,-, 375.000, 3.989,Nieuw
20-06-2018, 450.000, 450.000,-, 450.000, 5.844,Nieuw
21-06-2018, 650.000, 650.000,-, 650.000, 5.909,Nieuw
21-06-2018, 375.000, 375.000,-, 375.000, 5.357,Nieuw
21-06-2018, 325.000, 325.000,-, 325.000, 5.417,Nieuw
21-06-2018, 345.000, 345.000,-, 345.000, 7.041,Nieuw
22-06-2018, 420.000, 420.000,-, 420.000, 5.833,Nieuw
22-06-2018, 325.000, 325.000,-, 325.000, 5.328,Nieuw
22-06-2018, 195.000, 195.000,-, 195.000, 4.149,Nieuw
22-06-2018, 300.000, 300.000,-, 300.000, 5.660,Nieuw
22-06-2018, 275.000, 275.000,-, 275.000, 7.051,Nieuw
22-06-2018, 250.000, 250.000,-, 250.000, 3.086,Nieuw
19-06-2018, 325.000, 325.000,-, 325.000, 5.909,Nieuw
11-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
15-06-2018, 350.000, 350.000,-, 350.000,-,6 dagen
21-04-2018, 275.000, 275.000,-, 275.000, 6.548,2 maanden
04-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,17 dagen
20-12-2017, 850.000, 900.000," -50.000 / -5,6%", 850.000, 7.328,6 maanden
30-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,22 dagen
06-06-2018, 375.000, 375.000,-, 375.000, 6.696,15 dagen
15-06-2018, 219.000, 219.000,-, 219.000, 5.093,6 dagen
15-06-2018, 675.000, 675.000,-, 675.000, 6.193,6 dagen
15-06-2018, 775.000, 775.000,-, 775.000, 9.810,6 dagen
16-06-2018, 275.000, 275.000,-, 275.000, 6.548,5 dagen
16-06-2018, 375.000, 375.000,-, 375.000, 6.356,5 dagen
26-04-2018, 325.000, 325.000,-, 325.000, 5.804,1 maand
15-05-2018, 275.000, 275.000,-, 275.000, 3.986,1 maand
14-06-2018, 325.000, 325.000,-, 325.000, 6.500,7 dagen
14-06-2018, 485.000, 485.000,-, 485.000, 4.619,7 dagen
15-06-2018, 535.000, 535.000,-, 535.000, 6.221,6 dagen
15-06-2018, 275.000, 275.000,-, 275.000, 6.111,6 dagen
15-06-2018, 275.000, 275.000,-, 275.000, 4.583,6 dagen
15-06-2018, 300.000, 300.000,-, 300.000, 5.263,6 dagen
15-06-2018, 650.000, 650.000,-, 650.000, 8.904,6 dagen
15-06-2018, 450.000, 450.000,-, 450.000, 5.422,6 dagen
15-06-2018, 799.000, 799.000,-, 799.000, 6.714,6 dagen
15-06-2018, 295.000, 295.000,-, 295.000, 5.673,6 dagen
15-06-2018, 315.000, 315.000,-, 315.000, 7.500,6 dagen
15-06-2018, 375.000, 375.000,-, 375.000, 7.500,6 dagen
13-06-2018, 950.000, 950.000,-, 950.000, 5.975,8 dagen
13-06-2018, 550.000, 550.000,-, 550.000, 6.111,8 dagen
13-06-2018, 825.000, 825.000,-, 825.000, 7.366,8 dagen
14-06-2018, 395.000, 395.000,-, 395.000, 5.563,7 dagen
14-04-2018, 1.595.000, 1.595.000,-, 1.595.000, 9.551,2 maanden
13-06-2018, 390.000, 390.000,-, 390.000, 6.842,8 dagen
14-06-2018, 399.000, 399.000,-, 399.000, 6.333,7 dagen
14-06-2018, 565.000, 565.000,-, 565.000, 4.124,7 dagen
14-06-2018, 325.000, 325.000,-, 325.000, 6.500,7 dagen
14-06-2018, 469.000, 469.000,-, 469.000, 6.514,7 dagen
13-06-2018, 750.000, 750.000,-, 750.000, 5.474,8 dagen
13-06-2018, 200.000, 200.000,-, 200.000, 5.882,8 dagen
05-01-2018, 850.000, 925.000," -75.000 / -8,1%", 850.000, 5.215,5 maanden
12-04-2018, 210.000, 210.000,-, 210.000, 6.364,2 maanden
03-05-2018, 425.000, 425.000,-, 425.000, 8.333,1 maand
17-05-2018, 200.000, 200.000,-, 200.000, 2.817,1 maand
01-06-2018, 445.000, 445.000,-, 445.000, 6.642,20 dagen
11-06-2018, 995.000, 995.000,-, 995.000,-,10 dagen
11-06-2018, 440.000, 440.000,-, 440.000, 5.867,10 dagen
11-06-2018, 299.500, 299.500,-, 299.500, 3.565,10 dagen
12-06-2018, 699.000, 699.000,-, 699.000, 7.681,9 dagen
12-06-2018, 450.000, 450.000,-, 450.000, 6.618,9 dagen
12-06-2018, 299.000, 299.000,-, 299.000, 4.902,9 dagen
12-06-2018, 520.000, 520.000,-, 520.000, 4.906,9 dagen
13-06-2018, 325.000, 325.000,-, 325.000, 6.019,8 dagen
12-06-2018, 175.000, 175.000,-, 175.000, 3.125,9 dagen
23-05-2018, 310.000, 310.000,-, 310.000, 3.333,29 dagen
07-04-2018, 399.000, 399.000,-, 399.000, 4.534,2 maanden
01-06-2018, 875.000, 875.000,-, 875.000, 5.538,20 dagen
11-06-2018, 299.000, 299.000,-, 299.000, 5.642,10 dagen
11-06-2018, 250.000, 250.000,-, 250.000, 5.208,10 dagen
11-06-2018, 400.000, 400.000,-, 400.000, 6.154,10 dagen
11-06-2018, 350.000, 350.000,-, 350.000, 3.977,10 dagen
11-06-2018, 475.000, 475.000,-, 475.000, 5.337,10 dagen
23-11-2017, 429.000, 499.000," -70.000 / -14,0%", 429.000, 5.797,6 maanden
12-06-2018, 225.000, 225.000,-, 225.000, 6.618,9 dagen
12-06-2018, 250.000, 250.000,-, 250.000, 5.102,9 dagen
16-01-2018, 159.000, 159.000,-, 159.000, 2.650,5 maanden
10-06-2018, 300.000, 300.000,-, 300.000, 5.882,11 dagen
10-06-2018, 650.000, 650.000,-, 650.000, 5.417,11 dagen
30-05-2018, 600.000, 650.000," -50.000 / -7,7%", 600.000, 5.405,22 dagen
09-06-2018, 725.000, 725.000,-, 725.000, 4.119,12 dagen
10-06-2018, 325.000, 325.000,-, 325.000, 4.333,11 dagen
10-06-2018, 239.000, 239.000,-, 239.000, 7.029,11 dagen
10-06-2018, 215.000, 215.000,-, 215.000, 3.071,11 dagen
10-06-2018, 225.000, 225.000,-, 225.000, 3.000,11 dagen
11-06-2018, 220.000, 220.000,-, 220.000, 2.366,10 dagen
08-06-2018, 795.000, 795.000,-, 795.000, 5.889,13 dagen
09-06-2018, 675.000, 675.000,-, 675.000, 8.438,12 dagen
09-06-2018, 1.875.000, 1.875.000,-, 1.875.000, 9.921,12 dagen
09-06-2018, 265.000, 265.000,-, 265.000, 3.533,12 dagen
09-06-2018, 450.000, 450.000,-, 450.000, 6.618,12 dagen
09-06-2018, 300.000, 300.000,-, 300.000, 3.371,12 dagen
15-03-2018, 325.000, 325.000,-, 325.000, 7.065,3 maanden
05-05-2018, 635.000, 635.000,-, 635.000, 5.721,1 maand
23-04-2018, 400.000, 400.000,-, 400.000, 4.255,1 maand
23-05-2018, 720.000, 720.000,-, 720.000, 7.129,29 dagen
07-06-2018, 700.000, 700.000,-, 700.000, 7.216,14 dagen
07-06-2018, 900.000, 900.000,-, 900.000, 6.000,14 dagen
07-06-2018, 595.000, 595.000,-, 595.000, 4.648,14 dagen
08-06-2018, 339.000, 339.000,-, 339.000, 6.519,13 dagen
08-06-2018, 300.000, 300.000,-, 300.000, 6.000,13 dagen
08-06-2018, 1.000.000, 1.000.000,-, 1.000.000, 7.576,13 dagen
02-09-2017, 535.000, 535.000,-, 535.000, 3.092,9 maanden
06-06-2018, 325.000, 325.000,-, 325.000, 4.012,15 dagen
06-06-2018, 385.000, 385.000,-, 385.000, 6.875,15 dagen
06-06-2018, 1.675.000, 1.675.000,-, 1.675.000, 8.251,15 dagen
06-06-2018, 2.975.000, 2.975.000,-, 2.975.000,-,15 dagen
06-06-2018, 700.000, 700.000,-, 700.000, 7.000,15 dagen
07-06-2018, 2.945.000, 2.945.000,-, 2.945.000, 12.585,14 dagen
07-06-2018, 2.690.000, 2.690.000,-, 2.690.000, 12.629,14 dagen
07-06-2018, 3.695.000, 3.695.000,-, 3.695.000, 12.568,14 dagen
07-06-2018, 2.850.000, 2.850.000,-, 2.850.000, 13.073,14 dagen
03-05-2018, 250.000, 250.000,-, 250.000, 3.289,1 maand
16-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
26-05-2018, 650.000, 650.000,-, 650.000, 5.078,26 dagen
06-06-2018, 475.000, 475.000,-, 475.000, 8.482,15 dagen
16-06-2018, 495.000, 495.000,-, 495.000,-,5 dagen
06-06-2018, 825.000, 825.000,-, 825.000, 7.569,15 dagen
06-06-2018, 375.000, 375.000,-, 375.000, 4.261,15 dagen
17-05-2018, 10.000, 10.000,-, 10.000, 29,1 maand
07-06-2018, 1.500.000, 1.500.000,-, 1.500.000, 8.065,14 dagen
06-06-2018, 3.500.000, 3.500.000,-, 3.500.000, 10.029,15 dagen
26-04-2018, 575.000, 575.000,-, 575.000, 5.227,1 maand
05-04-2018, 262.500, 262.500,-, 262.500, 3.163,2 maanden
04-06-2018, 530.000, 530.000,-, 530.000, 4.732,17 dagen
04-06-2018, 495.000, 495.000,-, 495.000, 6.689,17 dagen
05-06-2018, 299.000, 299.000,-, 299.000, 2.718,16 dagen
05-06-2018, 400.000, 400.000,-, 400.000, 4.545,16 dagen
25-04-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
14-03-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,3 maanden
02-06-2018, 775.000, 775.000,-, 775.000, 7.598,19 dagen
03-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,18 dagen
07-06-2018, 325.000, 325.000,-, 325.000,-,14 dagen
03-06-2018, 449.500, 449.500,-, 449.500, 7.135,18 dagen
03-06-2018, 305.000, 305.000,-, 305.000, 5.545,18 dagen
03-06-2018, 400.000, 400.000,-, 400.000, 4.000,18 dagen
03-06-2018, 250.000, 250.000,-, 250.000, 5.000,18 dagen
01-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,20 dagen
01-06-2018, 650.000, 650.000,-, 650.000, 5.804,20 dagen
01-06-2018, 329.000, 329.000,-, 329.000, 4.838,20 dagen
01-06-2018, 1.095.000, 1.095.000,-, 1.095.000, 12.167,20 dagen
02-06-2018, 219.000, 219.000,-, 219.000, 4.132,19 dagen
02-06-2018, 525.000, 525.000,-, 525.000, 4.605,19 dagen
02-06-2018, 786.000, 786.000,-, 786.000, 5.737,19 dagen
02-06-2018, 750.000, 750.000,-, 750.000, 5.952,19 dagen
02-06-2018, 220.000, 220.000,-, 220.000, 3.099,19 dagen
02-06-2018, 275.000, 275.000,-, 275.000, 3.819,19 dagen
02-06-2018, 350.000, 350.000,-, 350.000, 3.684,19 dagen
12-06-2018, 485.000, 485.000,-,,,
31-05-2018, 375.000, 375.000,-, 375.000, 6.944,21 dagen
31-05-2018, 400.000, 400.000,-, 400.000, 3.774,21 dagen
31-05-2018, 285.000, 285.000,-, 285.000, 6.786,21 dagen
01-06-2018, 145.000, 145.000,-, 145.000, 4.531,20 dagen
01-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,20 dagen
31-05-2018, 400.000, 400.000,-, 400.000, 5.714,21 dagen
31-05-2018, 329.000, 329.000,-, 329.000, 7.311,21 dagen
31-05-2018, 415.000, 415.000,-, 415.000, 6.103,21 dagen
31-05-2018, 650.000, 650.000,-, 650.000, 5.652,21 dagen
31-05-2018, 390.000, 390.000,-, 390.000, 6.393,21 dagen
31-05-2018, 325.000, 325.000,-, 325.000, 4.851,21 dagen
01-06-2018, 350.000, 350.000,-, 350.000, 5.224,20 dagen
01-06-2018,Prijs op aanvraag,-,n.v.t.,,,
07-03-2018, 600.000, 600.000,-, 600.000, 6.452,3 maanden
15-05-2018, 275.000, 275.000,-, 275.000, 2.957,1 maand
25-05-2018, 385.000, 385.000,-, 385.000, 5.923,27 dagen
27-03-2018, 257.500, 257.500,-, 257.500, 3.962,2 maanden
30-05-2018, 375.000, 375.000,-, 375.000, 6.696,22 dagen
30-05-2018, 695.000, 695.000,-, 695.000, 5.516,22 dagen
31-05-2018, 1.135.000, 1.135.000,-, 1.135.000, 6.796,21 dagen
31-05-2018, 549.000, 499.000," 50.000 / 10,0%", 549.000, 5.490,21 dagen
19-05-2018, 195.000, 195.000,-, 195.000, 6.500,1 maand
30-05-2018, 750.000, 750.000,-, 750.000, 11.194,22 dagen
30-04-2018, 375.000, 375.000,-, 375.000, 5.208,1 maand
30-05-2018, 425.000, 450.000," -25.000 / -5,6%", 425.000, 4.885,22 dagen
30-05-2018, 450.000, 485.000," -35.000 / -7,2%", 450.000, 5.556,22 dagen
30-05-2018, 300.000, 325.000," -25.000 / -7,7%", 300.000, 5.882,22 dagen
30-05-2018, 280.000, 280.000,-, 280.000, 2.523,22 dagen
30-05-2018, 600.000, 600.000,-, 600.000, 5.455,22 dagen
21-04-2018, 175.000, 175.000,-, 175.000, 5.645,2 maanden
07-02-2018, 500.000, 500.000,-, 500.000, 5.208,4 maanden
18-04-2018, 815.000, 815.000,-, 815.000, 5.949,2 maanden
23-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,29 dagen
28-05-2018, 475.000, 475.000,-, 475.000, 6.169,24 dagen
28-05-2018, 1.275.000, 1.275.000,-, 1.275.000, 21.983,24 dagen
02-06-2018, 450.000, 450.000,-, 450.000, 5.056,19 dagen
20-11-2017, 347.511, 349.511," -2.000 / -0,6%", 347.511, 3.777,7 maanden
23-02-2018, 275.000, 265.000," 10.000 / 3,8%", 275.000, 5.093,3 maanden
08-11-2017, 179.000, 179.000,-, 179.000, 5.265,7 maanden
01-02-2018, 129.500, 129.500,-, 129.500, 3.924,4 maanden
18-05-2018, 585.000, 585.000,-, 585.000, 4.916,1 maand
29-05-2018, 765.000, 765.000,-, 765.000, 8.895,23 dagen
17-05-2018, 600.000, 600.000,-, 600.000, 7.229,1 maand
26-05-2018, 335.000, 335.000,-, 335.000, 3.384,26 dagen
26-05-2018, 325.000, 325.000,-, 325.000, 7.065,26 dagen
26-05-2018, 562.500, 562.500,-, 562.500, 8.036,26 dagen
24-09-2017, 795.000, 825.000," -30.000 / -3,6%", 795.000, 6.463,8 maanden
30-04-2018, 425.000, 425.000,-, 425.000, 5.000,1 maand
15-05-2018, 825.000, 825.000,-, 825.000, 5.690,1 maand
25-05-2018, 450.000, 450.000,-, 450.000, 6.818,27 dagen
25-05-2018, 445.000, 445.000,-, 445.000, 4.944,27 dagen
25-05-2018, 535.000, 535.000,-, 535.000, 5.753,27 dagen
25-05-2018, 575.000, 575.000,-, 575.000, 3.528,27 dagen
26-05-2018, 250.000, 250.000,-, 250.000, 6.250,26 dagen
26-01-2018, 245.000, 245.000,-, 245.000, 8.448,4 maanden
27-03-2018, 700.000, 700.000,-, 700.000, 6.731,2 maanden
24-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,28 dagen
25-05-2018, 785.000, 785.000,-, 785.000, 6.488,27 dagen
25-05-2018, 550.000, 550.000,-, 550.000, 4.365,27 dagen
25-05-2018, 275.000, 275.000,-, 275.000, 2.989,27 dagen
03-01-2018, 800.000, 800.000,-, 800.000,-,5 maanden
18-05-2018, 300.000, 300.000,-,,,
02-06-2018, 995.000, 995.000,-, 995.000, 7.057,19 dagen
08-06-2018, 325.000, 325.000,-, 325.000, 3.155,13 dagen
24-05-2018, 325.000, 325.000,-, 325.000, 4.012,28 dagen
24-05-2018, 3.600.000, 3.600.000,-, 3.600.000, 10.811,28 dagen
24-05-2018, 795.000, 795.000,-, 795.000, 7.430,28 dagen
09-04-2018, 350.000, 350.000,-, 350.000, 5.000,2 maanden
07-04-2018, 59.000, 59.000,-, 59.000, 670,2 maanden
23-05-2018, 425.000, 425.000,-, 425.000, 4.427,29 dagen
23-05-2018, 270.000, 270.000,-, 270.000, 3.000,29 dagen
29-11-2017, 550.000, 575.000," -25.000 / -4,3%", 550.000, 5.500,6 maanden
01-05-2018, 500.000, 500.000,-, 500.000, 7.353,1 maand
19-06-2018, 375.000, 375.000,-, 375.000,-,Nieuw
20-06-2018, 569.000, 569.000,-, 569.000,-,Nieuw
12-05-2018, 325.000, 325.000,-, 325.000, 3.250,1 maand
22-05-2018, 725.000, 725.000,-, 725.000, 5.331,1 maand
10-05-2018, 550.000, 550.000,-, 550.000, 5.729,1 maand
02-03-2018, 350.000, 350.000,-, 350.000, 5.932,3 maanden
16-04-2018, 285.000, 285.000,-, 285.000, 5.700,2 maanden
28-02-2018, 575.000, 575.000,-, 575.000, 5.088,3 maanden
14-05-2018, 275.000, 275.000,-, 275.000, 2.778,1 maand
19-05-2018, 260.000, 260.000,-, 260.000, 3.333,1 maand
13-06-2018, 250.000, 250.000,-, 250.000, 3.247,8 dagen
19-05-2018, 975.000, 975.000,-, 975.000, 6.373,1 maand
24-05-2018, 450.000, 450.000,-, 450.000, 5.921,28 dagen
03-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,18 dagen
19-05-2018, 320.000, 320.000,-, 320.000, 4.923,1 maand
09-05-2018, 170.000, 170.000,-,,,
08-12-2017, 565.000, 565.000,-, 565.000, 4.593,6 maanden
17-05-2018, 750.000, 750.000,-, 750.000, 7.282,1 maand
18-05-2018, 400.000, 400.000,-, 400.000, 4.651,1 maand
19-12-2017, 498.011, 539.011," -41.000 / -7,6%", 498.011, 5.929,6 maanden
03-05-2018, 350.000, 350.000,-, 350.000, 3.043,1 maand
26-01-2018, 398.000, 398.000,-, 398.000, 6.746,4 maanden
01-05-2018, 325.000, 325.000,-, 325.000, 4.063,1 maand
16-05-2018, 325.000, 335.000," -10.000 / -3,0%", 325.000, 7.222,1 maand
16-05-2018, 385.000, 385.000,-, 385.000, 7.000,1 maand
17-05-2018, 1.595.000, 1.595.000,-, 1.595.000, 8.861,1 maand
26-05-2018, 200.000, 200.000,-, 200.000, 3.333,26 dagen
26-05-2018, 425.000, 425.000,-, 425.000, 4.885,26 dagen
01-06-2018, 525.000, 525.000,-, 525.000, 6.563,20 dagen
20-04-2018, 347.500, 347.500,-, 347.500, 5.346,2 maanden
15-05-2018, 285.000, 285.000,-, 285.000, 7.308,1 maand
15-05-2018, 4.000.000, 4.000.000,-, 4.000.000, 11.561,1 maand
15-05-2018, 625.000, 625.000,-, 625.000,-,1 maand
15-05-2018, 365.000, 365.000,-, 365.000, 5.703,1 maand
16-05-2018, 750.000, 750.000,-, 750.000, 7.813,1 maand
16-05-2018, 2.100.000, 2.100.000,-, 2.100.000, 9.211,1 maand
17-05-2018, 1.395.000, 1.395.000,-, 1.395.000, 5.167,1 maand
24-04-2018, 399.000, 399.000,-, 399.000, 5.115,1 maand
09-05-2018, 289.000, 289.000,-, 289.000, 3.400,1 maand
09-05-2018, 465.000, 465.000,-, 465.000, 7.154,1 maand
24-05-2018, 180.000, 180.000,-, 180.000,-,28 dagen
14-05-2018,Prijs op aanvraag,-,n.v.t.,,,
15-05-2018, 1.975.000, 1.975.000,-, 1.975.000, 8.028,1 maand
15-05-2018, 525.000, 525.000,-, 525.000, 4.526,1 maand
10-04-2018, 575.000, 575.000,-, 575.000, 4.291,2 maanden
26-02-2018, 430.000, 420.000," 10.000 / 2,4%", 430.000, 5.309,3 maanden
03-03-2018, 300.000, 300.000,-, 300.000, 5.660,3 maanden
02-05-2018, 275.000, 275.000,-, 275.000, 3.313,1 maand
13-05-2018, 925.000, 949.000," -24.000 / -2,5%", 925.000, 8.114,1 maand
08-05-2018, 569.500, 569.500,-, 569.500, 4.746,1 maand
18-05-2018, 400.000, 400.000,-, 400.000, 5.000,1 maand
11-05-2018, 350.000, 375.000," -25.000 / -6,7%", 350.000, 6.731,1 maand
12-05-2018, 849.000, 875.000," -26.000 / -3,0%", 849.000, 6.792,1 maand
26-05-2018, 400.000, 400.000,-, 400.000, 5.556,26 dagen
01-06-2018, 575.000, 575.000,-,,,
19-06-2018, 1.995.000, 1.995.000,-, 1.995.000,-,Nieuw
12-05-2018, 600.000, 600.000,-, 600.000, 5.357,1 maand
01-06-2018, 310.000, 310.000,-, 310.000, 3.827,20 dagen
11-05-2018, 275.000, 275.000,-, 275.000,-,1 maand
25-05-2018, 239.500, 239.500,-, 239.500, 2.957,27 dagen
30-05-2018, 220.000, 220.000,-, 220.000, 3.385,22 dagen
20-05-2018, 650.000, 650.000,-, 650.000, 6.633,1 maand
11-03-2018, 899.000, 899.000,-, 899.000, 4.105,3 maanden
16-03-2018, 799.000, 875.000," -76.000 / -8,7%", 799.000, 4.700,3 maanden
09-05-2018, 389.000, 400.000," -11.000 / -2,8%", 389.000, 3.777,1 maand
09-05-2018, 749.000, 749.000,-, 749.000, 6.688,1 maand
23-04-2018, 400.000, 420.000," -20.000 / -4,8%", 400.000, 5.195,1 maand
07-04-2018, 539.000, 539.000,-, 539.000, 3.692,2 maanden
12-06-2018, 325.000, 325.000,-, 325.000, 4.221,9 dagen
26-04-2018, 950.000, 950.000,-, 950.000, 6.333,1 maand
26-04-2018, 550.000, 550.000,-, 550.000, 6.471,1 maand
01-06-2018, 550.000, 550.000,-, 550.000, 6.395,20 dagen
15-06-2018, 925.000, 925.000,-, 925.000, 6.852,6 dagen
06-05-2018, 275.000, 285.000," -10.000 / -3,5%", 275.000, 6.707,1 maand
07-03-2018, 625.000, 650.000," -25.000 / -3,8%", 625.000, 4.139,3 maanden
06-05-2018, 1.150.000, 1.195.000," -45.000 / -3,8%", 1.150.000, 7.931,1 maand
24-04-2018, 350.000, 350.000,-, 350.000, 4.930,1 maand
08-06-2018, 389.000, 389.000,-, 389.000, 4.420,13 dagen
13-06-2018, 1.775.000, 1.775.000,-, 1.775.000, 7.889,8 dagen
14-06-2018, 550.000, 550.000,-,,,
05-05-2018, 400.000, 400.000,-, 400.000, 6.557,1 maand
23-05-2018, 299.000, 299.000,-, 299.000, 3.987,29 dagen
08-06-2018, 425.000, 425.000,-, 425.000, 4.250,13 dagen
04-05-2018, 300.000, 300.000,-, 300.000, 6.000,1 maand
05-05-2018, 275.000, 275.000,-, 275.000, 5.000,1 maand
15-01-2018, 1.600.000, 1.400.000," 200.000 / 14,3%", 1.600.000, 10.738,5 maanden
17-05-2018, 364.874, 364.874,-, 364.874, 4.505,1 maand
17-05-2018, 404.522, 404.522,-, 404.522, 4.874,1 maand
17-05-2018, 333.139, 333.139,-, 333.139, 4.442,1 maand
17-05-2018, 395.489, 395.489,-, 395.489, 4.653,1 maand
17-05-2018, 342.023, 342.023,-, 342.023, 4.560,1 maand
17-05-2018, 404.522, 404.522,-, 404.522, 4.874,1 maand
